"HUNDENAME","GEBURTSJAHR_HUND","GESCHLECHT_HUND"
"Kira of Sunset Labradors",2020,"w"
"Kiran",2020,"m"
"Kirin",2019,"w"
"Kirk",2016,"m"
"Kiro",2014,"m"
"Kiro",2009,"m"
"Kiro",2018,"m"
"Kiro",2012,"m"
"Kiro (Creamy)",2016,"m"
"Kisa",2017,"m"
"Kischa",2009,"w"
"Kisha",2018,"w"
"Kishya (Kiity)",2015,"w"
"Kismo (Jumaira's Enal)",2017,"m"
"Kissing Kassidy",2020,"w"
"Kito-Simba",2020,"m"
"Kitta",2007,"w"
"Kitti",2008,"w"
"Kitty",2014,"w"
"Kiwi",2014,"w"
"Kiwi",2019,"w"
"Kiwi",2015,"m"
"Kiwi",2007,"w"
"Kiyoshii",2017,"w"
"Klaus",2013,"m"
"Klementina-Nana",2017,"w"
"Kleo de Prax de Flou",2009,"m"
"Kleopatra",2016,"w"
"Kleopatra  de la F. du Spessar",2010,"w"
"Klia (Swiss Golden Lady's Ole)",2018,"w"
"Klusia",2018,"w"
"Knut (Carlos)",2016,"m"
"Koa",2015,"w"
"Koata",2011,"w"
"Kobe",2016,"m"
"Kobe",2019,"m"
"Kofi (Zulu)",2020,"m"
"Koi",2012,"m"
"Koi",2010,"m"
"Koko",2018,"w"
"Koko",2019,"w"
"Koko",2020,"w"
"Koko",2007,"m"
"Kokojambo's Hala Harun",2010,"m"
"Kola",2009,"w"
"Kola/Snow",2019,"w"
"Kolbi",2020,"m"
"Kolya",2008,"m"
"Komodo",2020,"m"
"Kona",2016,"w"
"Konan",2008,"m"
"Konfetka dlya schastia",2019,"m"
"Koning",2014,"m"
"Konstantin",2019,"m"
"Kora",2018,"w"
"Kora",2016,"w"
"Kora",2017,"w"
"Kornay Hunting Enya",2017,"w"
"Koroyan",2014,"w"
"Kory",2014,"m"
"Kosmo v. Buechbach",2012,"m"
"Krank",2011,"m"
"Kratos",2019,"m"
"Krax von der Dählenegg",2015,"m"
"Kringo",2016,"m"
"Krisna",2007,"w"
"Kroc Mou (Charly)",2018,"m"
"Krümelmonster",2018,"w"
"Kuba",2011,"m"
"Kuba-Jack-Wichtel",2012,"m"
"Kubo",2008,"m"
"Kuko",2012,"w"
"Kuma",2005,"w"
"Kuma (Quinlan Savannah Town)",2016,"w"
"Kuro",2008,"m"
"Kurt",2017,"m"
"Kwassie",2005,"w"
"Kyana",2013,"w"
"Kyara",2014,"w"
"Kyla",2020,"w"
"Kyla (Dana)",2014,"w"
"Kylie",2017,"w"
"Kyra",2011,"w"
"Kyra",2020,"w"
"Kyra",2013,"w"
"Kyra",2009,"w"
"Kyra",2010,"w"
"Kyra",2015,"w"
"Kyra",2010,"w"
"Kyra",2008,"w"
"Kytta",2013,"w"
"Käpten Habdock (Very Vigie)",2007,"m"
"Käthy",2015,"w"
"König Bubba aus der Grafschaft",2018,"m"
"Kücük",2001,"m"
"L'Nox",2014,"m"
"La Quica",2018,"w"
"Laana",2013,"w"
"Lacky",2018,"m"
"Lacrima Christi Choco Chester",2014,"m"
"Lady",2016,"w"
"Lady",2009,"w"
"Lady",2020,"w"
"Lady",2006,"w"
"Lady",2011,"w"
"Lady",2016,"w"
"Lady",2005,"w"
"Lady",2015,"w"
"Lady",2017,"w"
"Lady Ashley",2008,"w"
"Lady Liberty",2020,"w"
"Lady Lizzi",2017,"w"
"Lady Ringo von Valetscha",2013,"w"
"Lady-Lilli",2011,"w"
"Lager",2006,"w"
"Lago",2012,"m"
"Lago (X-Stardust)",2017,"m"
"Laica-Stella",2010,"w"
"Laika",2015,"w"
"Laika",2011,"w"
"Laika",2011,"w"
"Laika",2010,"w"
"Laika",2016,"w"
"Laika",2015,"w"
"Laika",2017,"w"
"Laika",2016,"w"
"Laika (Ruxi)",2017,"w"
"Laika Jaane von der Silbermöwe",2018,"w"
"Laila",2010,"w"
"Laila",2015,"w"
"Laila",2016,"w"
"Laila",2008,"w"
"Lailai",2015,"m"
"Laini",2019,"w"
"Laki",2011,"m"
"Laki",2011,"m"
"Laki",2016,"m"
"Lakshmi",2015,"w"
"Laku",2020,"w"
"Laky",2019,"m"
"Lala",2019,"w"
"Lala",2015,"w"
"Lale",2011,"w"
"Lami",2015,"w"
"Lampo",2019,"m"
"Lana",2015,"w"
"Lana",2014,"w"
"Lana",2015,"w"
"Lana",2010,"w"
"Lana",2015,"w"
"Lana",2019,"w"
"Lana",2017,"w"
"Lana",2017,"w"
"Lana",2016,"w"
"Lana",2011,"w"
"Lana",2017,"w"
"Lana vom Haus Kunterbunt",2015,"w"
"Lando Leslie",2019,"m"
"Lani",2017,"w"
"Laos",2019,"m"
"Lappi Jolly vom Lindenberg",2018,"w"
"Lara",2011,"w"
"Lara",2016,"w"
"Lara",2015,"w"
"Lara",2014,"w"
"Lara",2015,"w"
"Lara",2015,"w"
"Lara",2017,"w"
"Lara",2019,"w"
"Lara",2007,"w"
"Lara",2005,"w"
"Lara",2010,"w"
"Lara",2012,"w"
"Lara",2012,"w"
"Lara",2009,"w"
"Lara (Erika)",2013,"w"
"Lara (Euita)",2007,"w"
"Lara (Rena von Erlosen)",2015,"w"
"Lara vom Vossberg",2019,"w"
"Largo",2009,"m"
"Largo",2016,"m"
"Larissa",2007,"w"
"Larry",2019,"m"
"Lars",2019,"m"
"Lars",2018,"m"
"Lars (Gryzak)",2020,"m"
"Laser (Windy Nights Way To Go)",2010,"m"
"Lasi",2011,"w"
"Laska",2011,"w"
"Laska",2015,"w"
"Lassi",2009,"w"
"Latina",2014,"w"
"Lauktoji Remeza Basteta",2016,"w"
"Laura",2003,"w"
"Laura",2002,"w"
"Laura",2017,"w"
"Lauren",2020,"w"
"Laya",2016,"w"
"Laya",2010,"w"
"Layca (Layca vom Dorfblick)",2016,"w"
"Layka",2020,"w"
"Layla",2016,"w"
"Layla",2018,"w"
"Layla",2013,"w"
"Lea",2018,"w"
"Lea",2015,"w"
"Lea",2019,"w"
"Lea",2011,"w"
"Lea",2018,"w"
"Lea",2009,"w"
"Lee",2006,"w"
"Leela",2019,"w"
"Leela",2014,"w"
"Leeloo",2012,"w"
"Leena",2007,"w"
"Leeroy",2010,"m"
"Lego",2015,"m"
"Lego",2013,"m"
"Leia",2019,"w"
"Leia Nala",2012,"w"
"Leica",2014,"w"
"Leika",2007,"w"
"Leika",2016,"w"
"Leika",2004,"w"
"Leika",2007,"w"
"Leila",2015,"w"
"Leila",2008,"w"
"Leila",2010,"w"
"Leila",2012,"w"
"Leila",2013,"w"
"Leila",2017,"w"
"Leila",2008,"w"
"Leila",2010,"w"
"Leila",2015,"w"
"Leila",2008,"w"
"Leila",2019,"w"
"Leila (Nera)",2007,"w"
"Leito",2015,"m"
"Lejla",2014,"w"
"Leky",2014,"m"
"Lela",2014,"w"
"Lella",2014,"w"
"Lella",2014,"w"
"Lello",2015,"w"
"Lello Arthuro",2015,"m"
"Lemon",2017,"w"
"Lemonie",2009,"w"
"Lena",2013,"w"
"Lena",2015,"w"
"Lena",2012,"w"
"Lena",2008,"w"
"Lena",2010,"w"
"Leni",2008,"w"
"Leni",2018,"w"
"Leni",2016,"w"
"Leni",2017,"w"
"Leni",2019,"w"
"Lenja",2015,"w"
"Lennon",2011,"m"
"Lennox",2015,"m"
"Lennox",2019,"m"
"Lennox",2014,"m"
"Lennox",2019,"m"
"Lennox (Ficus von Sprinbell)",2016,"m"
"Lennox vom Steinsvordersee",2012,"m"
"Lenny",2014,"m"
"Lenny",2015,"m"
"Lenny",2007,"m"
"Lenny",2020,"m"
"Lenny (Adelante d. Pelo Largo)",2017,"m"
"Lenny (Curly)",2016,"m"
"Lenon",2018,"m"
"Lenox",2015,"m"
"Lenox",2011,"m"
"Lenox",2009,"m"
"Lenox",2011,"m"
"Leny",2013,"m"
"Leo",2012,"m"
"Leo",2012,"m"
"Leo",2005,"m"
"Leo",2011,"m"
"Leo",2011,"m"
"Leo",2008,"m"
"Leo",2017,"m"
"Leo",2008,"m"
"Leo",2015,"m"
"Leo",2009,"m"
"Leo",2013,"m"
"Leo",2012,"m"
"Leo",2010,"m"
"Leo",2014,"m"
"Leo",2010,"m"
"Leo",2012,"m"
"Leo",2011,"m"
"Leo",2013,"m"
"Leo",2013,"m"
"Leo",2019,"m"
"Leo",2017,"m"
"Leo",2019,"m"
"Leo",2019,"m"
"Leo",2019,"m"
"Leo",2013,"m"
"Leo",2018,"m"
"Leo",2018,"m"
"Leo",2017,"m"
"Leo (Ikos v. Mindelschloss)",2018,"m"
"Leo (Yaco)",2019,"m"
"Leon",2017,"m"
"Leon",2015,"m"
"Leon",2015,"m"
"Leon",2011,"m"
"Leon",2018,"m"
"Leon",2014,"m"
"Leon",2013,"m"
"Leon",2012,"m"
"Leon",2005,"m"
"Leon",2014,"m"
"Leon",2016,"m"
"Leona",2012,"w"
"Leona",2014,"w"
"Leona",2016,"w"
"Leonard",2013,"m"
"Leonardo",2014,"m"
"Leonardo",2017,"m"
"Leone",2013,"m"
"Leonidas",2013,"m"
"Leonidas (Ndoto Yangu Adia T.)",2011,"m"
"Leopold",2019,"m"
"Leroy",2009,"m"
"Lesca",2011,"w"
"Lesi",2020,"m"
"Leska",2009,"w"
"Lesley",2012,"w"
"Less",2020,"m"
"Lessko",2014,"m"
"Leu",2007,"m"
"Levi",2016,"m"
"Levi",2015,"m"
"Levi",2018,"m"
"Levi",2019,"m"
"Levy (Astaira)",2010,"m"
"Lewana",2020,"w"
"Lewi",2011,"w"
"Lewis",2015,"m"
"Lex",2012,"m"
"Lex",2008,"m"
"Lex",2020,"m"
"Lex",2017,"m"
"Lex Mjoelnir v. Belg. Feuer",2015,"m"
"Lexi",2017,"w"
"Lexi",2019,"w"
"Lexi",2016,"w"
"Lexi",2007,"m"
"Lexus",2014,"m"
"Lexy",2012,"w"
"Lexy",2007,"w"
"Ley",2019,"w"
"Leya",2019,"w"
"Leyla",2017,"w"
"Leyla",2013,"w"
"Leyla (Fleur Levana)",2016,"w"
"Leyno",2017,"m"
"Lhakyi",2005,"m"
"Lhamo",2020,"m"
"Lhasa",2010,"m"
"Lia",2008,"w"
"Lia",2020,"w"
"Lia",2012,"w"
"Lia",2014,"w"
"Lia",2017,"w"
"Lia",2010,"w"
"Lia",2020,"w"
"Lia",2011,"w"
"Lia (Daisy)",2016,"w"
"Lia (Uliana-Lia)",2014,"w"
"Lia (Velia)",2011,"w"
"Libero",2020,"m"
"Liberty",2011,"w"
"Liberty",2008,"m"
"Lichen",2020,"m"
"Lielou",2013,"w"
"Liili",2018,"w"
"Lila",2019,"w"
"Lila",2019,"w"
"Lila",2009,"w"
"Lila",2015,"w"
"Lila (Annie)",2017,"w"
"Lili",2012,"w"
"Lili",2008,"w"
"Lili",2009,"w"
"Lili",2014,"w"
"Lili",2017,"w"
"Lili",2018,"w"
"Lili-Lou",2013,"w"
"Lilica",2020,"w"
"Lilirose",2013,"w"
"Lilith",2019,"w"
"Lilla",2015,"w"
"Lilli",2009,"w"
"Lilli",2009,"w"
"Lilli",2010,"w"
"Lilli",2009,"w"
"Lilli (Goldenberry)",2008,"w"
"Lilli (Lajla)",2012,"w"
"Lillifee",2010,"w"
"Lilly",2011,"w"
"Lilly",2013,"w"
"Lilly",2009,"w"
"Lilly",2008,"w"
"Lilly",2008,"w"
"Lilly",2009,"w"
"Lilly",2006,"w"
"Lilly",2014,"w"
"Lilly",2012,"w"
"Lilly",2010,"w"
"Lilly",2010,"w"
"Lilly",2015,"w"
"Lilly",2015,"w"
"Lilly",2014,"w"
"Lilly",2013,"w"
"Lilly",2013,"w"
"Lilly",2020,"w"
"Lilly",2020,"w"
"Lilly",2020,"w"
"Lilly",2014,"w"
"Lilly",2020,"w"
"Lilly",2019,"w"
"Lilly",2016,"w"
"Lilly",2018,"w"
"Lilly",2016,"w"
"Lilly",2015,"w"
"Lilly",2018,"w"
"Lilly",2014,"w"
"Lilly",2017,"w"
"Lilly",2017,"w"
"Lilly (Hilaria v. Margelchopf)",2009,"w"
"Lilly Fee",2010,"w"
"Lilly-Fee",2013,"w"
"Lilo",2015,"w"
"Lilo-Lava vom Thungschneit",2019,"w"
"Liloo",2011,"m"
"Lilou",2014,"w"
"Lilou",2012,"w"
"Lilou",2014,"w"
"Lilu",2013,"w"
"Lilu",2016,"w"
"Lily",2013,"w"
"Lily",2010,"w"
"Lily",2011,"w"
"Lily",2017,"w"
"Lily",2012,"w"
"Lily",2008,"w"
"Lily",2005,"w"
"Lily",2012,"w"
"Lily Rose of Minto",2014,"w"
"Lily Van Freudenberg",2014,"w"
"Lima",2009,"w"
"Lima",2020,"w"
"Limba von sweet Colors",2019,"w"
"Limcastle's Quiro",2012,"m"
"Lime Jus",2010,"w"
"Limon (Rambo)",2017,"m"
"Lina",2012,"w"
"Lina",2008,"w"
"Lina",2007,"w"
"Lina",2020,"w"
"Lina",2018,"w"
"Linda",2005,"w"
"Linda",2012,"w"
"Linda",2010,"w"
"Linda",2013,"w"
"Linda",2015,"w"
"Linda",2018,"w"
"Linda",2004,"w"
"Linda",2012,"w"
"Linda",2012,"w"
"Linda",2010,"w"
"Linda",2017,"w"
"Linda / Pitschuli",2013,"w"
"Lindus Junior",2011,"m"
"Line",2007,"w"
"Link",2018,"m"
"Lino",2019,"m"
"Lino",2014,"m"
"Lino",2015,"m"
"Lino",2015,"m"
"Lino",2017,"m"
"Lino",2017,"m"
"Lino",2012,"m"
"Lino",2017,"m"
"Lino",2017,"m"
"Lino",2016,"m"
"Lino",2019,"m"
"Lino (Edgar af Tyrfing)",2017,"m"
"Lino (Sabio de Mahalanme)",2012,"m"
"Lino (Spike)",2014,"m"
"Linos",2017,"m"
"Linus",2016,"m"
"Linus",2004,"m"
"Linus",2007,"m"
"Linus",2014,"m"
"Lio",2006,"m"
"Lio",2010,"m"
"Lio",2014,"m"
"Lio",2015,"m"
"Lio",2015,"m"
"Lio",2020,"m"
"Lio",2018,"m"
"Lio (Mafia)",2011,"m"
"Lion",2010,"m"
"Lion",2013,"m"
"Lion",2015,"m"
"Lion",2017,"m"
"Lion",2014,"m"
"Lion-Cabbar",2010,"m"
"Lionel",2012,"m"
"Lipa",2018,"w"
"Lipso",2013,"m"
"Lira",2009,"w"
"Liro",2012,"m"
"Lisa",2008,"w"
"Lisa",2011,"w"
"Lisa",2016,"w"
"Lisa",2017,"w"
"Lisa",2012,"w"
"Lisa",2020,"w"
"Lisa Lili",2014,"w"
"Lisi",2008,"w"
"Lissy",2017,"w"
"Little Bullys of Khordad Ace",2015,"m"
"Little Lexi Quinta",2015,"w"
"Litzi",2005,"w"
"Liv",2011,"w"
"Liv (Lia)",2015,"w"
"Liva",2013,"w"
"Livi",2013,"w"
"Livi (Grey)",2019,"w"
"Liza",2019,"w"
"Lizi",2014,"w"
"Lizzy",2008,"w"
"Lloyd",2015,"m"
"Loba",2017,"w"
"Loba",2016,"w"
"Lobos",2015,"m"
"Locco",2006,"m"
"Locita",2013,"w"
"Locks",2012,"m"
"Logan",2014,"m"
"Logan",2020,"m"
"Logan",2016,"m"
"Logan",2012,"m"
"Logan",2018,"m"
"Lohann",2020,"w"
"Loka",2011,"w"
"Loki",2014,"m"
"Loki",2018,"m"
"Loki",2017,"m"
"Loki",2005,"w"
"Loki",2020,"m"
"Lola",2010,"w"
"Lola",2018,"w"
"Lola",2004,"w"
"Lola",2004,"w"
"Lola",2015,"w"
"Lola",2020,"w"
"Lola",2019,"w"
"Lola",2015,"w"
"Lola",2013,"w"
"Lola",2020,"w"
"Lola",2020,"w"
"Lola",2020,"w"
"Lola",2012,"w"
"Lola",2012,"w"
"Lola",2012,"w"
"Lola",2012,"w"
"Lola",2012,"w"
"Lola",2012,"w"
"Lola",2015,"w"
"Lola",2013,"w"
"Lola",2017,"w"
"Lola",2013,"w"
"Lola",2016,"w"
"Lola",2015,"w"
"Lola",2015,"w"
"Lola",2013,"w"
"Lola",2012,"w"
"Lola",2012,"w"
"Lola",2014,"w"
"Lola",2012,"w"
"Lola (Beluna-Tatina)",2008,"w"
"Lola (Lecce)",2019,"w"
"Lola (Lila)",2015,"w"
"Lola (Lilli)",2019,"w"
"Lola (Locca)",2016,"w"
"Lola Stella",2016,"w"
"Lola vom Ricken",2020,"w"
"Loli",2017,"w"
"Lolilla",2012,"w"
"Lolita",2012,"w"
"Lolli",2020,"w"
"Lolly",2019,"m"
"Lolly-Jolly",2015,"w"
"Lolo (Rando von Britho)",2018,"m"
"Loma",2015,"w"
"Lona",2011,"w"
"Loona",2009,"w"
"Looper of Bloodline",2018,"m"
"Lord Nelson",2010,"m"
"Loren",2012,"w"
"Lori",2017,"w"
"Lori",2020,"w"
"Lori Tashi",2018,"w"
"Lorin",2015,"m"
"Loris",2012,"m"
"Lorna",2013,"w"
"Lory",2012,"w"
"Lotta",2009,"w"
"Lotta",2019,"w"
"Lotta",2005,"w"
"Lotta",2013,"w"
"Lotta",2014,"w"
"Lotta",2010,"w"
"Lotta (Clara)",2016,"w"
"Lotta (Laya)",2020,"w"
"Lotta Bua",2015,"w"
"Lotta v. Kobernaussernwald",2017,"w"
"Lotte",2015,"w"
"Lotte",2017,"w"
"Lotte",2008,"w"
"Lotte",2020,"w"
"Lotte",2019,"w"
"Lotte (Waywood Take it easy)",2015,"w"
"Lotte vom Muslibach",2012,"w"
"Lotti",2020,"w"
"Lotti",2007,"w"
"Lotti",2007,"w"
"Lotti",2008,"w"
"Lotti (Amélie)",2011,"w"
"Lotti (Duffy)",2016,"w"
"Lotto",2006,"w"
"Lotto",2017,"m"
"Lotus Nero",2014,"m"
"Lou",2015,"m"
"Lou",2014,"w"
"Lou",2016,"m"
"Lou",2015,"w"
"Lou",2016,"w"
"Lou",2014,"w"
"Lou",2013,"m"
"Lou",2012,"w"
"Lou",2017,"m"
"Lou",2019,"m"
"Lou",2020,"w"
"Lou",2019,"w"
"Lou",2018,"m"
"Lou",2019,"w"
"Lou (Peggy v. Gspan)",2016,"w"
"Lou lou",2010,"w"
"LouLou",2014,"w"
"LouLou",2018,"w"
"Louffy",2017,"w"
"Louie",2017,"m"
"Louis",2006,"m"
"Louis",2020,"m"
"Louis",2013,"m"
"Louis",2016,"m"
"Louis",2013,"m"
"Louis",2015,"m"
"Louis",2007,"m"
"Louis",2015,"m"
"Louis",2019,"m"
"Louis",2020,"m"
"Louis",2017,"m"
"Louis",2014,"m"
"Louis",2016,"m"
"Louis",2019,"m"
"Louis",2018,"m"
"Louis (Dino)",2015,"m"
"Louis (Kip-Lui)",2009,"m"
"Louis (Simply the best...)",2018,"m"
"Louis Vuitton",2014,"m"
"Louise",2020,"w"
"Loulou",2018,"w"
"Lousiayasri",2013,"w"
"Louve(Topwater Choice of Love)",2012,"w"
"Lover du Lilas Pourpre",2017,"m"
"Lua",2020,"w"
"Lua",2020,"w"
"Lua",2009,"w"
"Lua",2019,"w"
"Lua",2018,"w"
"Lua",2020,"w"
"Luba",2008,"w"
"Lubasa",2015,"w"
"Lubaya (Ndoto Yangu Adia)",2011,"w"
"Luby Lobinho",2007,"m"
"Luca",2019,"m"
"Luca",2012,"w"
"Luca",2020,"m"
"Luca",2016,"m"
"Luca",2019,"m"
"Luca",2004,"w"
"Lucas",2016,"m"
"Luce",2019,"w"
"Luce",2020,"w"
"Luce",2018,"w"
"Lucia",2006,"w"
"Lucie",2009,"w"
"Lucifer",2018,"m"
"Lucky",2018,"m"
"Lucky",2020,"m"
"Lucky",2014,"m"
"Lucky",2020,"m"
"Lucky",2012,"m"
"Lucky",2012,"m"
"Lucky",2019,"m"
"Lucky",2017,"m"
"Lucky",2013,"m"
"Lucky",2017,"m"
"Lucky",2018,"w"
"Lucky",2013,"m"
"Lucky",2018,"m"
"Lucky",2018,"m"
"Lucky",2018,"m"
"Lucky",2012,"m"
"Lucky",2016,"w"
"Lucky",2017,"m"
"Lucky",2016,"m"
"Lucky",2013,"m"
"Lucky",2008,"m"
"Lucky",2010,"m"
"Lucky",2010,"m"
"Lucky",2014,"m"
"Lucky",2009,"m"
"Lucky",2010,"m"
"Lucky",2005,"m"
"Lucky",2005,"m"
"Lucky",2008,"m"
"Lucky",2008,"m"
"Lucky",2008,"w"
"Lucky (Claudio)",2014,"m"
"Lucky (Lucas)",2015,"m"
"Lucky (Quentchen)",2015,"m"
"Lucky Luciano (Anuk)",2017,"m"
"Lucky Star",2012,"m"
"Lucy",2009,"w"
"Lucy",2013,"w"
"Lucy",2014,"w"
"Lucy",2015,"w"
"Lucy",2013,"w"
"Lucy",2016,"w"
"Lucy",2008,"w"
"Lucy",2004,"w"
"Lucy",2015,"w"
"Lucy",2013,"w"
"Lucy",2006,"w"
"Lucy",2019,"w"
"Lucy",2012,"w"
"Lucy",2013,"w"
"Lucy",2016,"w"
"Lucy",2016,"w"
"Lucy",2015,"w"
"Lucy",2016,"w"
"Lucy",2019,"w"
"Lucy",2012,"w"
"Lucy",2019,"w"
"Lucy (Dira)",2013,"w"
"Lucy (Lila)",2016,"w"
"Lucy Lou (Angi)",2013,"w"
"Lucy vom Dorfblick",2016,"w"
"Ludovic",2019,"m"
"Ludovica",2020,"w"
"Ludwig de Soleure",2011,"m"
"Ludy",2014,"m"
"Luffy",2014,"m"
"Lugano",2019,"m"
"Lui",2020,"m"
"Lui (Alois)",2017,"m"
"Luigi",2018,"m"
"Luigi",2004,"m"
"Luigi",2019,"m"
"Luis",2010,"m"
"Luis",2010,"m"
"Luis",2017,"m"
"Luisa",2016,"w"
"Luise (Lerry)",2011,"w"
"Luk",2017,"m"
"Lukas",2016,"m"
"Lukas (Ilidio)",2020,"m"
"Luke",2013,"m"
"Luke",2016,"m"
"Luke",2015,"m"
"Luke",2016,"m"
"Luki",2008,"m"
"Lula",2014,"m"
"Lula",2010,"w"
"Lullaby",2016,"w"
"Lulu",2006,"w"
"Lulu",2011,"w"
"Lulu",2012,"w"
"Lulu",2020,"w"
"Lulu",2018,"w"
"Lulu",2013,"w"
"Lulu",2009,"m"
"Lulu",2007,"w"
"Lulu",2018,"w"
"Lulu",2016,"w"
"Lulu",2017,"w"
"Lulu",2016,"w"
"Lulu",2016,"w"
"Lulu",2007,"w"
"Lulu",2020,"w"
"Lulu (Babuschka-Lulu)",2016,"w"
"Lulu (White Paw)",2008,"w"
"Lulu (ehemals Schweppes)",2011,"w"
"Luma",2018,"w"
"Luma",2020,"w"
"Lumen",2012,"w"
"Lumi",2010,"w"
"Lumi",2017,"m"
"Lumi",2017,"m"
"Lumi",2020,"w"
"Lumi",2017,"m"
"Lumi (Iso Lumipoika)",2017,"m"
"Lumiere",2020,"w"
"Lumina",2018,"m"
"Lumos",2014,"m"
"Lumpatz",2007,"w"
"Luna",2014,"w"
"Luna",2016,"w"
"Luna",2016,"w"
"Luna",2016,"w"
"Luna",2016,"w"
"Luna",2013,"w"
"Luna",2007,"w"
"Luna",2020,"w"
"Luna",2020,"w"
"Luna",2020,"w"
"Luna",2020,"w"
"Luna",2020,"w"
"Luna",2020,"w"
"Luna",2010,"w"
"Luna",2016,"w"
"Luna",2020,"w"
"Luna",2020,"w"
"Luna",2018,"w"
"Luna",2020,"w"
"Luna",2020,"w"
"Luna",2020,"w"
"Luna",2016,"w"
"Luna",2019,"w"
"Luna",2016,"w"
"Luna",2020,"w"
"Luna",2010,"w"
"Luna",2018,"w"
"Luna",2011,"w"
"Luna",2020,"w"
"Luna",2019,"w"
"Luna",2019,"w"
"Luna",2019,"w"
"Luna",2019,"w"
"Luna",2013,"w"
"Luna",2018,"w"
"Luna",2011,"w"
"Luna",2019,"w"
"Luna",2018,"w"
"Luna",2014,"w"
"Luna",2013,"w"
"Luna",2010,"w"
"Luna",2010,"w"
"Luna",2010,"w"
"Luna",2005,"w"
"Luna",2006,"w"
"Luna",2006,"w"
"Luna",2006,"w"
"Luna",2007,"w"
"Luna",2006,"w"
"Luna",2007,"w"
"Luna",2007,"w"
"Luna",2007,"w"
"Luna",2008,"w"
"Luna",2008,"w"
"Luna",2015,"w"
"Luna",2015,"w"
"Luna",2008,"w"
"Luna",2016,"w"
"Luna",2011,"w"
"Luna",2011,"w"
"Luna",2014,"w"
"Luna",2011,"w"
"Luna",2013,"w"
"Luna",2013,"w"
"Luna",2015,"w"
"Luna",2013,"w"
"Luna",2005,"w"
"Luna",2013,"w"
"Luna",2009,"w"
"Luna",2013,"w"
"Luna",2014,"w"
"Luna",2014,"w"
"Luna",2012,"w"
"Luna",2012,"w"
"Luna",2011,"w"
"Luna",2009,"w"
"Luna",2008,"w"
"Luna",2003,"w"
"Luna",2013,"w"
"Luna",2018,"w"
"Luna",2019,"w"
"Luna",2012,"w"
"Luna",2018,"w"
"Luna",2018,"w"
"Luna",2018,"w"
"Luna",2018,"w"
"Luna",2017,"w"
"Luna",2018,"w"
"Luna",2015,"w"
"Luna",2017,"w"
"Luna",2015,"w"
"Luna",2012,"w"
"Luna  Pihlik",2007,"w"
"Luna (Adda Zentralschweiz)",2018,"w"
"Luna (Babetta)",2008,"w"
"Luna (Clarissa)",2006,"w"
"Luna (Indian Spirit)",2018,"w"
"Luna (Josefine)",2014,"w"
"Luna (Mona-Lisa)",2016,"w"
"Luna (Rita)",2015,"w"
"Luna (You are my Sunshine)",2017,"w"
"Luna Marley",2010,"w"
"Luna Nina (Maedi)",2015,"w"
"Lunetta",2016,"w"
"Luni (Bella)",2016,"w"
"Luno",2015,"m"
"Lupa",2007,"w"
"Lupa",2014,"w"
"Lupa",2009,"w"
"Lupa",2016,"w"
"Lupa",2015,"w"
"Lupi",2014,"w"
"Lupita",2009,"w"
"Lupiter",2013,"m"
"Lupka",2015,"w"
"Lupo",2020,"m"
"Lupo",2016,"m"
"Lupo",2015,"m"
"Lupo",2017,"m"
"Lupo",2011,"m"
"Lupo",2013,"m"
"Lupo",2009,"m"
"Lupo",2019,"m"
"Lupo (Boby)",2020,"m"
"Lupus",2006,"m"
"Lussy",2010,"w"
"Lussy",2011,"w"
"Lussy von Arkewit",2019,"w"
"Luuk",2019,"m"
"Lux",2020,"m"
"Luxia",2018,"w"
"Luz (Mirlo)",2014,"m"
"Lya",2010,"w"
"Lynn",2014,"w"
"Lyno",2017,"m"
"Lénor",2017,"m"
"Lümmel (Sophie)",2015,"w"
"M for Mississippi",2009,"w"
"M'Yuna",2019,"w"
"Maca",2012,"w"
"Macarena (Maca)",2019,"w"
"Macchia",2008,"m"
"Maccho",2013,"m"
"Maccia",2014,"w"
"Macho",2011,"m"
"Maciky (Lakshmi)",2012,"w"
"Macy",2017,"w"
"Mad-Max from the Cute Gobblis",2016,"m"
"Madam Fleur de Orange",2017,"w"
"Maddox",2005,"m"
"Maddox",2020,"m"
"Maddox",2012,"m"
"Maddox vom Sonnenbühl",2016,"m"
"Madox",2015,"m"
"Madurra",2012,"w"
"Maebelle",2013,"w"
"Maeggi",2020,"w"
"Maeggi",2011,"w"
"Mafalda",2012,"w"
"Mafalda",2011,"w"
"Magali",2014,"w"
"Maggi",2008,"w"
"Maggie",2016,"w"
"Maggie",2020,"w"
"Magic",2020,"w"
"Magnolia",2009,"w"
"Magnolia Gardens Simply the b.",2017,"m"
"Magnus",2018,"m"
"Magnus",2014,"m"
"Magnus",2009,"m"
"Mahali",2009,"w"
"Maia",2011,"w"
"Maia Sofia",2019,"w"
"Maika",2012,"w"
"Maiki",2019,"m"
"Maiky",2008,"m"
"Mailo",2020,"m"
"Mailo",2010,"m"
"Mailo (Cinco)",2020,"m"
"Mailo (Gin v.d. Andreashöhe)",2014,"m"
"Maira",2018,"w"
"Maira",2012,"w"
"Maira Allegra Mayumi",2020,"w"
"Maisel",2017,"w"
"Maisie (Dollarprinzessin)",2008,"w"
"Maite",2012,"w"
"Maja",2006,"w"
"Maja",2009,"w"
"Mala",2011,"w"
"Mala",2020,"w"
"Mala",2018,"w"
"Mala",2015,"w"
